Fix Mode,SV in Fix,Week Num,Time of Week (0.01s),Latitude (1E-7 deg),Longitude (1E-7 deg),Height Above Ellipsoid (0.01 m),Height Above Sea Level (0.01 m),Geometric Dilution of Precision (0.01),Position Dilution of Precision (0.01),Horizontal Dilution of Precision (0.01),Vertical Dilution of Precision (0.01),Time Dilution of Precision (0.01),ECEF X (0.01 m),ECEF Y (0.01 m),ECEF Z (0.01 m),ECEF-VX (0.01m/s),ECEF-VY (0.01m/s),ECEF-VZ (0.01m/s),Raw Range,Frequency Offset,Target ID
2,9,2155,50479399,374004593,-1221729509,11920,15150,185,164,95,134,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50479409,374004593,-1221729509,11920,15150,185,164,95,134,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50479409,374004593,-1221729509,11920,15150,185,164,95,134,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50479441.77,,,,,,,,,,,,,,,,22749,1304,74
,,,50479621.45,,,,,,,,,,,,,,,,220011,1048264,76
,,,50479795.06,,,,,,,,,,,,,,,,191362,1128,77
,,,50479966.16,,,,,,,,,,,,,,,,109125,440,78
2,9,2155,50480039,374004593,-1221729509,11920,15150,185,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480049,374004593,-1221729509,11920,15150,185,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480059,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480069,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480079,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480089,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480099,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480099,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50480138.62,,,,,,,,,,,,,,,,22690,1304,74
,,,50480318.84,,,,,,,,,,,,,,,,219968,1048248,76
,,,50480491.24,,,,,,,,,,,,,,,,191386,1096,77
,,,50480663.66,,,,,,,,,,,,,,,,109182,440,78
2,9,2155,50480739,374004593,-1221729509,11920,15150,190,170,99,138,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480749,374004593,-1221729509,11920,15150,190,170,99,138,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480759,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480769,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480779,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480789,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480799,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50480799,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50480836.01,,,,,,,,,,,,,,,,22784,1304,74
,,,50481017.37,,,,,,,,,,,,,,,,219956,1048248,76
,,,50481189.73,,,,,,,,,,,,,,,,191352,1160,77
,,,50481362.29,,,,,,,,,,,,,,,,109182,424,78
2,9,2155,50481439,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481449,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481459,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481469,374004593,-1221729509,11920,15150,190,170,99,138,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481479,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481489,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481499,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50481499,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50481534.73,,,,,,,,,,,,,,,,22737,1288,74
,,,50481717.16,,,,,,,,,,,,,,,,219945,1048248,76
,,,50481889.58,,,,,,,,,,,,,,,,191375,1128,77
,,,50482062.98,,,,,,,,,,,,,,,,109189,440,78
2,9,2155,50482139,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482149,374004593,-1221729509,11920,15150,189,167,99,135,86,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482159,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482169,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482179,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482189,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482199,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482199,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50482235.19,,,,,,,,,,,,,,,,22770,1304,74
,,,50482416.71,,,,,,,,,,,,,,,,219926,1048264,76
,,,50482589.08,,,,,,,,,,,,,,,,191363,1128,77
,,,50482762.79,,,,,,,,,,,,,,,,109173,440,78
2,9,2155,50482839,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482849,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482859,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482869,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482879,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482889,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482899,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50482899,374004593,-1221729509,11920,15150,184,164,95,133,84,-270137011,-429419750,385286598,0,0,0,,,
,,,50482936.21,,,,,,,,,,,,,,,,22745,1304,74
,,,50483117.55,,,,,,,,,,,,,,,,219911,1048248,76
,,,50483290.97,,,,,,,,,,,,,,,,191432,1096,77
,,,50483464.54,,,,,,,,,,,,,,,,109120,424,78
2,9,2155,50483539,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483549,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483559,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483569,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483579,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483589,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483599,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50483599,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
,,,50483636.76,,,,,,,,,,,,,,,,22764,1304,74
,,,50483818.13,,,,,,,,,,,,,,,,219965,1048328,76
,,,50483990.43,,,,,,,,,,,,,,,,191405,1096,77
,,,50484162.85,,,,,,,,,,,,,,,,109248,408,78
2,9,2155,50484239,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484249,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484259,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484269,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484279,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484289,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484299,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484299,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
,,,50484335.3,,,,,,,,,,,,,,,,22724,1288,74
,,,50484517.18,,,,,,,,,,,,,,,,219961,1048248,76
,,,50484690.77,,,,,,,,,,,,,,,,191516,1144,77
,,,50484863.26,,,,,,,,,,,,,,,,109237,424,78
2,9,2155,50484939,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484949,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484959,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484969,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484979,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484989,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484999,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50484999,374004593,-1221729509,11920,15150,184,164,95,133,83,-270137011,-429419750,385286598,0,0,0,,,
,,,50485035.61,,,,,,,,,,,,,,,,22728,1288,74
,,,50485217.09,,,,,,,,,,,,,,,,219959,1048296,76
,,,50485389.54,,,,,,,,,,,,,,,,191418,1144,77
,,,50485562.01,,,,,,,,,,,,,,,,109133,424,78
2,9,2155,50485639,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485649,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485659,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485669,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485679,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485689,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485699,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50485699,374004593,-1221729509,11920,15150,184,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
,,,50485734.38,,,,,,,,,,,,,,,,22765,1288,74
,,,50485916.22,,,,,,,,,,,,,,,,219958,1048312,76
,,,50486088.55,,,,,,,,,,,,,,,,191371,1160,77
,,,50486263.38,,,,,,,,,,,,,,,,109255,408,78
2,9,2155,50486339,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486349,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486359,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486369,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486379,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486389,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486399,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
2,9,2155,50486399,374004593,-1221729509,11920,15150,183,163,95,132,83,-270137011,-429419750,385286598,0,0,0,,,
,,,50486435.72,,,,,,,,,,,,,,,,22720,1272,74
,,,50486617.22,,,,,,,,,,,,,,,,219971,1048312,76
,,,50486789.54,,,,,,,,,,,,,,,,191514,1128,77
,,,50486963.12,,,,,,,,,,,,,,,,109194,408,78
2,8,2155,50487039,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487049,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487059,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487069,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487079,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487089,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487099,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50487099,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50487135.5,,,,,,,,,,,,,,,,22711,1288,74
,,,50487576.51,,,,,,,,,,,,,,,,219906,1048264,76
,,,50487748.95,,,,,,,,,,,,,,,,191399,1128,77
,,,50487922.51,,,,,,,,,,,,,,,,109251,408,78
2,8,2155,50487999,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488009,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488019,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488029,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488039,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488049,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488059,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488059,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50488094.85,,,,,,,,,,,,,,,,22775,1272,74
,,,50488275.56,,,,,,,,,,,,,,,,219901,1048280,76
,,,50488449.15,,,,,,,,,,,,,,,,191398,1160,77
,,,50488622.63,,,,,,,,,,,,,,,,109283,408,78
2,8,2155,50488699,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488709,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488719,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488729,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488739,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488749,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488759,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50488759,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50488794.98,,,,,,,,,,,,,,,,22752,1272,74
,,,50488975.18,,,,,,,,,,,,,,,,219948,1048248,76
,,,50489147.5,,,,,,,,,,,,,,,,191409,1160,77
,,,50489321.08,,,,,,,,,,,,,,,,109257,424,78
2,8,2155,50489399,374004593,-1221729509,11920,15150,314,271,132,237,159,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489409,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489419,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489429,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489439,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489449,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489459,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50489459,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50489493.3,,,,,,,,,,,,,,,,22744,1288,74
,,,50489674.71,,,,,,,,,,,,,,,,219940,1048280,76
,,,50489848.18,,,,,,,,,,,,,,,,191462,1128,77
,,,50490021.58,,,,,,,,,,,,,,,,109255,408,78
2,8,2155,50490099,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490109,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490119,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490129,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490139,374004593,-1221729509,11920,15150,314,271,132,237,159,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490149,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490159,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490159,374004593,-1221729509,11920,15150,269,229,114,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50490193.79,,,,,,,,,,,,,,,,22726,1288,74
,,,50490375.26,,,,,,,,,,,,,,,,219950,1048248,76
,,,50490547.69,,,,,,,,,,,,,,,,191390,1112,77
,,,50490722.46,,,,,,,,,,,,,,,,109188,408,78
2,8,2155,50490799,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490809,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490819,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490829,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490839,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490849,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490859,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50490859,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50490894.84,,,,,,,,,,,,,,,,22812,1288,74
,,,50491077.15,,,,,,,,,,,,,,,,219983,1048232,76
,,,50491249.48,,,,,,,,,,,,,,,,191388,1096,77
,,,50491423.06,,,,,,,,,,,,,,,,109263,408,78
2,8,2155,50491499,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491509,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491519,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491529,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491539,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491549,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491559,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50491559,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50491595.36,,,,,,,,,,,,,,,,22742,1288,74
,,,50491776.91,,,,,,,,,,,,,,,,220002,1048232,76
,,,50491949.27,,,,,,,,,,,,,,,,191410,1064,77
,,,50492122.73,,,,,,,,,,,,,,,,109123,408,78
2,8,2155,50492199,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492209,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492219,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492229,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492239,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492249,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492259,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492259,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50492296.14,,,,,,,,,,,,,,,,22744,1288,74
,,,50492478.82,,,,,,,,,,,,,,,,219960,1048216,76
,,,50492651.12,,,,,,,,,,,,,,,,191439,1080,77
,,,50492824.63,,,,,,,,,,,,,,,,109161,408,78
2,8,2155,50492899,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492909,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492919,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492929,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492939,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492949,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492959,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50492959,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50492995.74,,,,,,,,,,,,,,,,22725,1272,74
,,,50493177.1,,,,,,,,,,,,,,,,219894,1048232,76
,,,50493350.67,,,,,,,,,,,,,,,,191470,1080,77
,,,50493524.16,,,,,,,,,,,,,,,,109243,408,78
2,8,2155,50493599,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493609,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493619,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493629,374004593,-1221729509,11920,15150,314,271,132,236,159,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493639,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493649,374004593,-1221729509,11920,15150,314,271,132,236,159,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493659,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50493659,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50493695.37,,,,,,,,,,,,,,,,22750,1288,74
,,,50493876.77,,,,,,,,,,,,,,,,219951,1048232,76
,,,50494049.12,,,,,,,,,,,,,,,,191373,1064,77
,,,50494221.57,,,,,,,,,,,,,,,,109189,408,78
2,8,2155,50494299,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494309,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494319,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494329,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494339,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494349,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494359,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50494359,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50494393.91,,,,,,,,,,,,,,,,22739,1288,74
,,,50494575.68,,,,,,,,,,,,,,,,219951,1048216,76
,,,50494746.95,,,,,,,,,,,,,,,,191439,1064,77
,,,50494919.29,,,,,,,,,,,,,,,,109153,392,78
2,8,2155,50494999,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495009,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495019,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495029,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495039,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495049,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495059,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
2,8,2155,50495059,374004593,-1221729509,11920,15150,269,229,115,198,140,-270137011,-429419750,385286598,0,0,0,,,
,,,50495091.7,,,,,,,,,,,,,,,,22747,1272,74
,,,50495274.2,,,,,,,,,,,,,,,,219905,1048232,76
,,,50495445.47,,,,,,,,,,,,,,,,191484,1080,77
,,,50495619.14,,,,,,,,,,,,,,,,109233,408,78
